identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0055601962;SAS ENTREMONT;2020;Eau (indirect);Matières en suspension (MES);346000;kg/an
0006700018;Matthieu COTTING;2020;Eau (direct);Matières en suspension (MES);29000000;kg/an
0006701390;SAS des GRAVIERES DE LAUTERBOURG;2020;Eau (direct);Matières en suspension (MES);300000;kg/an
0005300005;FLECHARD;2020;Eau (indirect);Matières en suspension (MES);309000;kg/an
0005305929;CREALINE;2020;Eau (indirect);Matières en suspension (MES);1270000;kg/an
0005307466;LA FLORENTAISE;2020;Eau (direct);Matières en suspension (MES);751000;kg/an
0006208689;EQUIOM GRANULATS (ex-HOLCIM);2020;Eau (direct);Matières en suspension (MES);1000000;kg/an
0006700093;EQIOM;2020;Eau (direct);Matières en suspension (MES);8700000;kg/an
0006700123;GRAVIERES ET CONCASSAGES D'OFFENDORF;2020;Eau (direct);Matières en suspension (MES);417000;kg/an
0009073802;STEP - GRENOBLE / AQUAPOLE;2020;Eau (direct);Matières en suspension (MES);865000;kg/an
0009071302;STEP - Marseille;2020;Eau (direct);Matières en suspension (MES);2020000;kg/an
0009077801;SIAAP - Site Seine Aval;2020;Eau (direct);Matières en suspension (MES);8790000;kg/an
0009073101;Usine de dépollution des eaux Ginestous-Garonne (ASTEO);2020;Eau (direct);Matières en suspension (MES);454000;kg/an
0005600797;SAS CHEMVIRON FRANCE;2020;Eau (direct);Matières en suspension (MES);1750000;kg/an
0009073403;STEP - MAERA;2020;Eau (direct);Matières en suspension (MES);426000;kg/an
0009076402;STEP - LESCAR;2020;Eau (direct);Matières en suspension (MES);542000;kg/an
0009077804;STEP - SEINE GRESILLONS;2020;Eau (direct);Matières en suspension (MES);352000;kg/an
0009070604;STEP - NICE HALIOTIS;2020;Eau (direct);Matières en suspension (MES);954000;kg/an
0009076901;STEP - Lyon - Pierre Bénite;2020;Eau (direct);Matières en suspension (MES);891000;kg/an
0009079401;Usine d'épuration Seine amont;2020;Eau (direct);Matières en suspension (MES);2360000;kg/an
0009077701;Station d'épuration de Saint-Thibault-des-Vignes;2020;Eau (direct);Matières en suspension (MES);840000;kg/an
0009073304;STEP - Louis Fargue (Bordeaux);2020;Eau (direct);Matières en suspension (MES);475000;kg/an
0009078302;STATION D'EPURATION AMPHITRIA CAP SICIE;2020;Eau (direct);Matières en suspension (MES);427000;kg/an
0009077601;STEP EDELWEISS - LE HAVRE (code SANDRE 037635102000 - nouvelle station);2020;Eau (direct);Matières en suspension (MES);407000;kg/an
0009076702;Station d'épuration des eaux usées de l'Eurométropole de Strasbourg;2020;Eau (direct);Matières en suspension (MES);602000;kg/an
0009075905;STEP - Lille-C.U.-Marquette;2020;Eau (direct);Matières en suspension (MES);303000;kg/an
0009076902;STEP - Lyon - Saint Fons;2020;Eau (direct);Matières en suspension (MES);1670000;kg/an
0009071303;SAUR;2020;Eau (indirect);Matières en suspension (MES);1100000;kg/an
0005100143;WEPA GREENFIELD SAS;2020;Sol;Mercure et composés (exprimés en tant que Hg);8.62;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2020;Sol;Mercure et composés (exprimés en tant que Hg);2.38;kg/an
0005101339;UNILEVER FRANCE HPC Industries;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);46.1;kg/an
0005500920;ALGAIA;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.26;kg/an
0005702199;SHMVD;2020;Air;Mercure et composés (exprimés en tant que Hg);10.3;kg/an
0005800627;IKOS ENVIRONNEMENT;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.1;kg/an
0005801681;VERESCENCE;2020;Air;Mercure et composés (exprimés en tant que Hg);631;kg/an
0006102435;LAFARGE CIMENTS;2020;Air;Mercure et composés (exprimés en tant que Hg);10.1;kg/an
0006102824;VICAT;2020;Air;Mercure et composés (exprimés en tant que Hg);16.5;kg/an
0006102993;ARKEMA;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);9;kg/an
0006106947;SUEZ RR IWS CHEMICALS FRANCE;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.43;kg/an
0006202068;AHLSTROM-MUNKSJÖ ARCHES;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);4.5;kg/an
0006202274;NORSKE SKOG;2020;Air;Mercure et composés (exprimés en tant que Hg);10.2;kg/an
0006300908;LAFARGEHOLCIM CIMENTS (usine cimenterie);2020;Air;Mercure et composés (exprimés en tant que Hg);53.8;kg/an
0006400942;Kem One Lavera;2020;Air;Mercure et composés (exprimés en tant que Hg);49;kg/an
0006400942;Kem One Lavera;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.55;kg/an
0006400990;KEM ONE France;2020;Air;Mercure et composés (exprimés en tant que Hg);13.2;kg/an
0006401029;ESSO Raffinage SAS;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);3.7;kg/an
0006401052;ARCELORMITTAL Méditerranée;2020;Air;Mercure et composés (exprimés en tant que Hg);132;kg/an
0006501936;SAM MONTEREAU;2020;Air;Mercure et composés (exprimés en tant que Hg);21.1;kg/an
0006505082;SERIVEL;2020;Air;Mercure et composés (exprimés en tant que Hg);41.1;kg/an
0006506498;VALO'MARNE (EX CIE);2020;Air;Mercure et composés (exprimés en tant que Hg);18.1;kg/an
0006506514;IVRY PARIS 13;2020;Air;Mercure et composés (exprimés en tant que Hg);29.9;kg/an
0006600453;Société des CIMENTS CALCIA;2020;Air;Mercure et composés (exprimés en tant que Hg);11.4;kg/an
0006700701;HOLCIM HAUT-RHIN;2020;Air;Mercure et composés (exprimés en tant que Hg);19.2;kg/an
0006802548;FIBRE EXCELLENCE SAINT-GAUDENS;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.52;kg/an
0007000534;SYNTHEXIM (Site Calaire);2020;Air;Mercure et composés (exprimés en tant que Hg);48;kg/an
0007000635;BEFESA  VALERA SAS;2020;Air;Mercure et composés (exprimés en tant que Hg);11.7;kg/an
0007000720;Ferroglobe Manganèse France SAS;2020;Air;Mercure et composés (exprimés en tant que Hg);21.7;kg/an
0007000776;PRODUITS CHIMIQUES DE LOOS;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.7;kg/an
0007000785;EQIOM Cimenterie de Lumbres;2020;Air;Mercure et composés (exprimés en tant que Hg);22.1;kg/an
0007000821;NYRSTAR FRANCE;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.5;kg/an
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2020;Air;Mercure et composés (exprimés en tant que Hg);14;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Air;Mercure et composés (exprimés en tant que Hg);64.2;kg/an
0007001053;CIDEME;2020;Air;Mercure et composés (exprimés en tant que Hg);10.5;kg/an
0007201542;CIMENTS CALCIA sas;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);7.8;kg/an
0010400032;SUEZ RR IWS CHEMICALS FRANCE;2020;Air;Mercure et composés (exprimés en tant que Hg);10.8;kg/an
0025100044;AUBERT et DUVAL;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.21;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2020;Air;Mercure et composés (exprimés en tant que Hg);14.7;kg/an
0005201464;SITCOM côte sud des Landes;2020;Air;Mercure et composés (exprimés en tant que Hg);10.9;kg/an
0005201691;GASCOGNE PAPIER;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);1.49;kg/an
0005201807;EGGER Panneaux & Décors;2020;Air;Mercure et composés (exprimés en tant que Hg);17.1;kg/an
0005205132;SOBEGI - STEB;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);1.64;kg/an
0005701701;CIMENTS CALCIA;2020;Air;Mercure et composés (exprimés en tant que Hg);24.7;kg/an
0005800349;ESSO RAFFINAGE;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);17.3;kg/an
0005802143;EDF;2020;Air;Mercure et composés (exprimés en tant que Hg);13.1;kg/an
0005902685;INOVYN France;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.15;kg/an
0006000385;INTERNATIONAL PAPER;2020;Air;Mercure et composés (exprimés en tant que Hg);11.6;kg/an
0006000385;INTERNATIONAL PAPER;2020;Sol;Mercure et composés (exprimés en tant que Hg);2.2;kg/an
0006400277;SONITHERM;2020;Air;Mercure et composés (exprimés en tant que Hg);22.4;kg/an
0006506270;ENERTHERM;2020;Eau (indirect);Mercure et composés (exprimés en tant que Hg);2;kg/an
0006700433;Vynova PPC SAS;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);4.6;kg/an
0006700536;Sénerval UVE;2020;Air;Mercure et composés (exprimés en tant que Hg);33.5;kg/an
0010000793;ALLAIRE;2020;Sol;Mercure et composés (exprimés en tant que Hg);17.4;kg/an
0007206396;SEDE ENVIRONNEMENT;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.63;kg/an
0007404691;GALION;2020;Eau (indirect);Mercure et composés (exprimés en tant que Hg);1.55;kg/an
0006107527;VENCOREX FRANCE;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);13;kg/an
0007404300;ISSY URBASER ENERGIE;2020;Air;Mercure et composés (exprimés en tant que Hg);10.6;kg/an
0006109800;VILL RECUPERATION SAS;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);6.22;kg/an
0018300758;STEP MAERA;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.66;kg/an
0005106562;GL ORGANOSOL;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.86;kg/an
0006306563;COLART LE MANS SA;2020;Eau (indirect);Mercure et composés (exprimés en tant que Hg);1.88;kg/an
0005210984;XL METHALANDES;2020;Sol;Mercure et composés (exprimés en tant que Hg);2.27;kg/an
0006309839;Séché Eco-Industries;2020;Air;Mercure et composés (exprimés en tant que Hg);22;kg/an
0006705866;AGRO-LOGIC Sarl;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.9;kg/an
0006810106;BIOQUERCY Sas / FONROCHE BIOGAZ;2020;Sol;Mercure et composés (exprimés en tant que Hg);1;kg/an
0022200498;ALBIOMA GALION 2;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);8.02;kg/an
0009077801;SIAAP - Site Seine Aval;2020;Sol;Mercure et composés (exprimés en tant que Hg);9.61;kg/an
0009078001;STEP - AMIENS;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.35;kg/an
0009078601;Unités de traitement des eaux usées;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.34;kg/an
0009072701;CTEU - EVREUX;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.5;kg/an
0009073403;STEP - MAERA;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);2.66;kg/an
0009074403;STEP - Tougas;2020;Sol;Mercure et composés (exprimés en tant que Hg);5.5;kg/an
0009074901;STEP - Angers la Baumette;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.6;kg/an
0009070604;STEP - NICE HALIOTIS;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);18.9;kg/an
0009075101;STEP REIMS;2020;Sol;Mercure et composés (exprimés en tant que Hg);5.04;kg/an
0009076204;STEP - Arras (St Laurent Blangy);2020;Sol;Mercure et composés (exprimés en tant que Hg);1.4;kg/an
0009074501;STEP - LA CHAPELLE-SAINT-MESMIN;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.35;kg/an
0009075401;Station du Grand Nancy située à MAXEVILLE;2020;Sol;Mercure et composés (exprimés en tant que Hg);2.17;kg/an
0009071101;STEP - CARCASSONNE nouvelle;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);1.4;kg/an
0009073701;Station d'épuration de La Grange David;2020;Sol;Mercure et composés (exprimés en tant que Hg);2;kg/an
0003100845;BIOGASCONHA;2020;Sol;Mercure et composés (exprimés en tant que Hg);2.2;kg/an
0003102381;Syndicat Intercommunal du Littoral SIL;2020;Air;Mercure et composés (exprimés en tant que Hg);234;kg/an
0009071401;STEP - CAEN;2020;Sol;Mercure et composés (exprimés en tant que Hg);4.38;kg/an
0009077601;STEP EDELWEISS - LE HAVRE (code SANDRE 037635102000 - nouvelle station);2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);1.73;kg/an
0009072501;STEP - PORT-DOUVOT;2020;Eau (indirect);Mercure et composés (exprimés en tant que Hg);2.35;kg/an
0009072501;STEP - PORT-DOUVOT;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.37;kg/an
0006513048;CERGY PONTOISE ASSAINISSEMENT;2020;Sol;Mercure et composés (exprimés en tant que Hg);6.07;kg/an
0009075906;STEP - Lille-C.U.-Wattrelos;2020;Sol;Mercure et composés (exprimés en tant que Hg);2.9;kg/an
0009074902;STEU - Les Cinq Ponts;2020;Sol;Mercure et composés (exprimés en tant que Hg);1.31;kg/an
0009075905;STEP - Lille-C.U.-Marquette;2020;Sol;Mercure et composés (exprimés en tant que Hg);5;kg/an
0009072901;STEP - Zone Portuaire;2020;Eau (direct);Mercure et composés (exprimés en tant que Hg);1.41;kg/an
0005201764;CHEMVIRON;2020;Air;Monoxyde de carbone (CO);736000;kg/an
0005300463;CIMENTS CALCIA;2020;Air;Monoxyde de carbone (CO);546000;kg/an
0005401075;KRONOSPAN SAS;2020;Air;Monoxyde de carbone (CO);896000;kg/an
0006102435;LAFARGE CIMENTS;2020;Air;Monoxyde de carbone (CO);1760000;kg/an
0006102824;VICAT;2020;Air;Monoxyde de carbone (CO);4110000;kg/an
0006104466;TRIMET;2020;Air;Monoxyde de carbone (CO);9170000;kg/an
0006200067;EDF - CCG Blénod;2020;Air;Monoxyde de carbone (CO);626000;kg/an
0006200158;SOLVAY OPERATIONS FRANCE;2020;Air;Monoxyde de carbone (CO);5690000;kg/an
0006401052;ARCELORMITTAL Méditerranée;2020;Air;Monoxyde de carbone (CO);37200000;kg/an
0006401567;LAFARGEHOLCIM CIMENTS;2020;Air;Monoxyde de carbone (CO);970000;kg/an
0006501936;SAM MONTEREAU;2020;Air;Monoxyde de carbone (CO);1160000;kg/an
0006802548;FIBRE EXCELLENCE SAINT-GAUDENS;2020;Air;Monoxyde de carbone (CO);1070000;kg/an
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2020;Air;Monoxyde de carbone (CO);970000;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Air;Monoxyde de carbone (CO);123000000;kg/an
0007201542;CIMENTS CALCIA sas;2020;Air;Monoxyde de carbone (CO);1280000;kg/an
0007203926;Ciments Calcia;2020;Air;Monoxyde de carbone (CO);1220000;kg/an
0010003878;CIMENTS CALCIA - SITE DE BEFFES;2020;Air;Monoxyde de carbone (CO);851000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2020;Air;Monoxyde de carbone (CO);645000;kg/an
0005201691;GASCOGNE PAPIER;2020;Air;Monoxyde de carbone (CO);5260000;kg/an
0005202270;BRUYERES & Fils;2020;Air;Monoxyde de carbone (CO);599000;kg/an
0005701701;CIMENTS CALCIA;2020;Air;Monoxyde de carbone (CO);1090000;kg/an
0006200725;VICAT (usine de Xeuilley);2020;Air;Monoxyde de carbone (CO);933000;kg/an
0006400874;Fibre- Excellence;2020;Air;Monoxyde de carbone (CO);832000;kg/an
0006401061;EDF CCG de Martigues;2020;Air;Monoxyde de carbone (CO);878000;kg/an
0006600262;LAFARGE HOLCIM;2020;Air;Monoxyde de carbone (CO);669000;kg/an
0006900013;EDF SEI;2020;Air;Monoxyde de carbone (CO);503000;kg/an
0007000874;CHAUX ET DOLOMIES DU BOULONNAIS;2020;Air;Monoxyde de carbone (CO);839000;kg/an
0005701421;CRISTAL UNION;2020;Air;Monoxyde de carbone (CO);713000;kg/an
0006207853;GAZEL ENERGIE GENERATION;2020;Air;Monoxyde de carbone (CO);9510000;kg/an
0006900568;EDF PEI Bf2;2020;Air;Monoxyde de carbone (CO);579000;kg/an
0007101355;EDF-PEI SAS;2020;Air;Monoxyde de carbone (CO);720000;kg/an
0006900563;EDF PEI Pointe Jarry;2020;Air;Monoxyde de carbone (CO);837000;kg/an
0007005525;EDF Bouchain_CCG;2020;Air;Monoxyde de carbone (CO);692000;kg/an
0005100009;SUEZ RV NORD EST;2020;Air;Méthane (CH4);127000;kg/an
0005100311;EDIFI NORD;2020;Air;Méthane (CH4);436000;kg/an
0005101211;STORENGY;2020;Air;Méthane (CH4);195000;kg/an
0005201604;SERETRAM;2020;Air;Méthane (CH4);569000;kg/an
0005207266;Centre de Stockage de Lussagnet;2020;Air;Méthane (CH4);232000;kg/an
0005302839;VALNOR;2020;Air;Méthane (CH4);375000;kg/an
0005401112;SUEZ RR IWS MINERALS FRANCE (ISDND);2020;Air;Méthane (CH4);272000;kg/an
0005401118;SUEZ RV CENTRE EST;2020;Air;Méthane (CH4);224000;kg/an
0005401231;SUEZ RV Centre Est (ex. SITA CENTRE EST);2020;Air;Méthane (CH4);290000;kg/an
0005401887;COVED- ISDND de Saint Florentin;2020;Air;Méthane (CH4);275000;kg/an
0005503558;SYSEM (CET2 SARZEAU)en post exploitation;2020;Air;Méthane (CH4);140000;kg/an
0005503726;GEVAL;2020;Air;Méthane (CH4);185000;kg/an
0005503729;SUEZ RV Ouest;2020;Air;Méthane (CH4);387000;kg/an
0005701080;ARCAVI SAEM;2020;Air;Méthane (CH4);121000;kg/an
0005701128;PEUGEOT CITROEN MECANIQUE DE L'EST SNC;2020;Air;Méthane (CH4);358000;kg/an
0005701180;ISDND SOMMAUTHE;2020;Air;Méthane (CH4);168000;kg/an
0005701448;SITA DECTRA - decharge Pargny;2020;Air;Méthane (CH4);276000;kg/an
0005702478;SUEZ RV NORD EST - SAINT-AUBIN;2020;Air;Méthane (CH4);124000;kg/an
0005800357;TOTAL RAFFINAGE FRANCE;2020;Air;Méthane (CH4);176000;kg/an
0005800627;IKOS ENVIRONNEMENT;2020;Air;Méthane (CH4);825000;kg/an
0006102089;STORENGY;2020;Air;Méthane (CH4);325000;kg/an
0006102753;STORENGY;2020;Air;Méthane (CH4);133000;kg/an
0006103196;SUEZ RV CENTRE EST;2020;Air;Méthane (CH4);995000;kg/an
0006107044;SUEZ RV CENTRE EST DONZERE;2020;Air;Méthane (CH4);926000;kg/an
0006200092;STORENGY;2020;Air;Méthane (CH4);129000;kg/an
0006200119;BARISIEN;2020;Air;Méthane (CH4);817000;kg/an
0006200952;CET d'ABONCOURT;2020;Air;Méthane (CH4);283000;kg/an
0006201610;SFTR;2020;Air;Méthane (CH4);151000;kg/an
0006204536;GRTgaz - Station de Morelmaison;2020;Air;Méthane (CH4);165000;kg/an
0006300974;Terminal Méthanier;2020;Air;Méthane (CH4);603000;kg/an
0006300991;BOUYER LEROUX SA;2020;Air;Méthane (CH4);222000;kg/an
0006302141;SUEZ RV Normandie - ISDND DE SAINT FRAIMBAULT;2020;Air;Méthane (CH4);224000;kg/an
0006400568;VALSUD;2020;Air;Méthane (CH4);2160000;kg/an
0006400578;SUEZ RV MEDITERRANEE JDR (ex. SITA SUD);2020;Air;Méthane (CH4);983000;kg/an
0006400881;GRT GAZ SMC;2020;Air;Méthane (CH4);265000;kg/an
0006401052;ARCELORMITTAL Méditerranée;2020;Air;Méthane (CH4);693000;kg/an
0006401079;ELENGY (TONKIN);2020;Air;Méthane (CH4);448000;kg/an
0006401421;SUEZ RV MEDITERRANEE;2020;Air;Méthane (CH4);580000;kg/an
0006501132;Storengy;2020;Air;Méthane (CH4);134000;kg/an
0006503162;STORENGY SA site de Beynes;2020;Air;Méthane (CH4);212000;kg/an
0006503296;EMTA Guitrancourt;2020;Air;Méthane (CH4);459000;kg/an
0006503496;STORENGY SA;2020;Air;Méthane (CH4);107000;kg/an
0006700569;SUEZ RV Nord Est RETZWILLER;2020;Air;Méthane (CH4);1070000;kg/an
0006702408;SMICTOM d'Alsace Centrale;2020;Air;Méthane (CH4);176000;kg/an
0006804445;DRIMM;2020;Air;Méthane (CH4);1320000;kg/an
0007000461;SUEZ RV NORD EST - ISDND Lewarde;2020;Air;Méthane (CH4);602000;kg/an
0007000463;SUEZ RV NORD EST - ISDND Hersin-Coupigny;2020;Air;Méthane (CH4);1860000;kg/an
0007000794;VERSALIS FRANCE SAS Dunes;2020;Air;Méthane (CH4);116000;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Air;Méthane (CH4);682000;kg/an
0007001153;SUEZ RV NORD EST - ISDND DANNES;2020;Air;Méthane (CH4);286000;kg/an
0007002413;OPALE ENVIRONNEMENT (CET);2020;Air;Méthane (CH4);418000;kg/an
0007201294;SOTRIVAL;2020;Air;Méthane (CH4);1080000;kg/an
0007202157;SUEZ RV SUD OUEST (ex SITA);2020;Air;Méthane (CH4);345000;kg/an
0007202617;Séché Eco-Industries;2020;Air;Méthane (CH4);392000;kg/an
0010001770;STORENGY;2020;Air;Méthane (CH4);492000;kg/an
0010002151;SODEC;2020;Air;Méthane (CH4);112000;kg/an
0010003855;SETRAD - ISDND Saint Laurent;2020;Air;Méthane (CH4);287000;kg/an
0010004012;SUEZ RV Centre Ouest - ISDND Sonzay;2020;Air;Méthane (CH4);1210000;kg/an
0010005199;GRTgaz Station de Roussines;2020;Air;Méthane (CH4);186000;kg/an
0010007111;SUEZ RV CENTRE OUEST - VILLEHERVIERS;2020;Air;Méthane (CH4);105000;kg/an
0024600015;GRT GAZ Palleau;2020;Air;Méthane (CH4);129000;kg/an
0024900044;COVED_ ISDND de Champigny;2020;Air;Méthane (CH4);171000;kg/an
0025000023;VALEST;2020;Air;Méthane (CH4);547000;kg/an
0005102027;SECODE;2020;Air;Méthane (CH4);1910000;kg/an
0005102417;COVED;2020;Air;Méthane (CH4);406000;kg/an
0005200859;SOVAL;2020;Air;Méthane (CH4);1220000;kg/an
0005300625;SUEZ RV NORMANDIE;2020;Air;Méthane (CH4);424000;kg/an
0005303658;SUEZ RV NORMANDIE;2020;Air;Méthane (CH4);198000;kg/an
0005401258;CHEZE SAS;2020;Air;Méthane (CH4);248000;kg/an
0005503739;ECOSITE CROIX IRTELLE;2020;Air;Méthane (CH4);232000;kg/an
0005701422;ONYX EST;2020;Air;Méthane (CH4);232000;kg/an
0005702463;VEOLIA-VALEST _ CSD2;2020;Air;Méthane (CH4);704000;kg/an
0006106990;ONYX AUVERGNE RHONE ALPES;2020;Air;Méthane (CH4);1520000;kg/an
0006200529;SUEZ RV NORD EST;2020;Air;Méthane (CH4);804000;kg/an
0006201196;SUEZ RV Nord Est;2020;Air;Méthane (CH4);460000;kg/an
0006201922;SUEZ RV NORD EST;2020;Air;Méthane (CH4);1250000;kg/an
0006202326;SUEZ RV NORD EST;2020;Air;Méthane (CH4);168000;kg/an
0006301828;GRTgaz - AUVERS LE HAMON;2020;Air;Méthane (CH4);127000;kg/an
0006400828;GEOMETHANE;2020;Air;Méthane (CH4);176000;kg/an
0006501113;REP (Décharge de Fouju-Moisenay);2020;Air;Méthane (CH4);278000;kg/an
0006501973;REP (Décharge de Monthyon);2020;Air;Méthane (CH4);115000;kg/an
0006506767;REP;2020;Air;Méthane (CH4);3160000;kg/an
0006601576;CTSDU DE BELLEGARDE;2020;Air;Méthane (CH4);255000;kg/an
0006700513;BUTACHIMIE;2020;Air;Méthane (CH4);164000;kg/an
0006804264;SOVAL;2020;Air;Méthane (CH4);450000;kg/an
0006804265;SAS COVED;2020;Air;Méthane (CH4);289000;kg/an
0007001579;VALNOR;2020;Air;Méthane (CH4);494000;kg/an
0007001779;GRTgaz - Station de Taisnières;2020;Air;Méthane (CH4);399000;kg/an
0007002309;GRTgaz - Station de Pitgam;2020;Air;Méthane (CH4);173000;kg/an
0007100049;ALBIOMA ALG Centrale thermique;2020;Air;Méthane (CH4);178000;kg/an
0007100121;ALBIOMA Bois Rouge;2020;Air;Méthane (CH4);167000;kg/an
0007201482;SOVAL NORD;2020;Air;Méthane (CH4);207000;kg/an
0010000680;STORENGY;2020;Air;Méthane (CH4);138000;kg/an
0010001570;TERRALIA;2020;Air;Méthane (CH4);128000;kg/an
0010005151;SETRAD;2020;Air;Méthane (CH4);343000;kg/an
0010500024;SUEZ RV Borde Matin ISDND et ISDI;2020;Air;Méthane (CH4);1280000;kg/an
0016400362;SUEZ RV Centre Est;2020;Air;Méthane (CH4);320000;kg/an
0005105074;GURDEBEKE SA;2020;Air;Méthane (CH4);221000;kg/an
0005200096;SITA SUD OUEST;2020;Air;Méthane (CH4);251000;kg/an
